,activity_name,description,url,image,image2,available_days,available_times,duration,latitude,longitude,address,price,currency,category
84,Entrada a la Torre Eiffel + Crucero por el Sena,¿Queréis disfrutar de dos de los grandes atractivos de País en un día? Esta actividad combinada incluye la entrada a la Torre Eiffel y un crucero por el Sena.,www.civitatis.com/es/paris/entrada-torre-eiffel-crucero/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-torre-eiffel-crucero-list.jpg,"['09', '10', '11']","[['10:15', '12:15', '14:15', '15:15'], ['12:15', '13:15', '13:45'], ['10:15', '12:15', '13:15', '13:45', '14:15', '15:15', '15:45', '16:45', '17:15']]",2 horas,48.856132,2.292921,"Centre Sportif Émile Anthoine, 9, Rue Jean Rey, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",17.8,EUR,Español y otros idiomas
85,Excursión a Disneyland París,"En esta excursión descubriréis la magia del complejo Disney, que alberga Disneyland y Walt Disney Studios. Podréis visitar 1 o 2 parques, según prefiráis.",www.civitatis.com/es/paris/excursion-disneyland-paris/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/excursion-disneyland-paris-list.jpg,"['09', '10', '12', '11']","[['8:30', '8:35'], ['8:30', '8:35'], ['8:30', '8:35'], ['8:30', '8:35']]",13h 30m -14h,0.0,0.0,,43.75,EUR,Excursiones de un día
86,Excursión al Palacio de Versalles en tren,En esta excursión a Versalles en tren desde París recorreréis los salones del palacio más famoso de Francia y descubriremos sus impresionantes jardines.,www.civitatis.com/es/paris/excursion-palacio-versalles-tren/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/excursion-palacio-versalles-tren-list.jpg,"['09', '12', '10']","[['9:30'], ['9:30'], ['9:30']]",6h 30m,48.86099036615656,2.31409367801399,"Rue de l'Université, Quartier des Invalides, Paris 7e Arrondissement, Faubourg Saint-Germain, Paris, Île-de-France, France métropolitaine, 75007, France",12.4,EUR,Español
87,Entrada oficial a la Ópera Garnier,Con esta entrada oficial a la Ópera Garnier descubriréis uno de los símbolos de París. Lugares secretos y un fantasma hecho historia. ¡No os lo perdáis!,www.civitatis.com/es/paris/entrada-opera-garnier/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-opera-garnier-list.jpg,"['11', '09']","[[], []]",Entradas,48.871503,2.331266,"Opéra, Rue Auber, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",3.0,EUR,
88,Excursión al Mont Saint Michel,En esta excursión al Mont Saint Michel visitaremos una de las grandes atracciones turísticas de Francia. La isla fue un centro de peregrinaje en la Edad Media.,www.civitatis.com/es/paris/excursion-mont-saint-michel/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/excursion-mont-saint-michel-list.jpg,"['10', '11']","[['7:15'], ['7:15']]",14 horas,48.8558546,2.292827,"30, Rue Jean Rey, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",33.0,EUR,Español
89,Excursión a Brujas,Brujas es el destino más popular de Bélgica y una de las ciudades medievales más fascinantes de Europa. Acompañadnos a visitarla en esta excursión desde París.,www.civitatis.com/es/paris/excursion-brujas/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/excursion-brujas-list.jpg,['10'],[['7:15']],14 horas,48.831234,2.387336,"15, Avenue des Terroirs de France, Quartier de Bercy, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",34.0,EUR,Español
90,Visita guiada por la Torre Eiffel con subida a pie,"En esta visita guiada por la Torre Eiffel subiremos a pie a la primera y a la segunda planta. Allí, tomaremos el ascensor panorámico hasta la cima. ¿Vamos?",www.civitatis.com/es/paris/subida-torre-eiffel/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/subida-torre-eiffel-list.jpg,['09'],[['9:15']],2 horas,48.857358,2.293079,"Champ de Mars, Avenue de la Bourdonnais, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France",17.25,EUR,Español
91,Crucero por el Sena desde la Torre Eiffel con cena,"Si buscáis una romántica velada en París, este crucero nocturno por el río Sena es perfecto. Zarparéis desde la Torre Eiffel y disfrutaréis de una rica cena.",www.civitatis.com/es/paris/crucero-sena-torre-eiffel-cena/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/crucero-sena-torre-eiffel-cena-list.jpg,"['10', '11', '12', '09']","[['20:30'], ['20:30'], ['20:30'], ['20:30']]",2h 30m,48.860385,2.293544,"Bateaux Parisiens, Port de la Bourdonnais, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France",21.85,EUR,Paseos en barco
92,Entrada al Arco del Triunfo,Reservando esta entrada al Arco del Triunfo visitaréis uno de los mejores miradores de París. Podréis subir a su terraza y acceder a su exposición.,www.civitatis.com/es/paris/entrada-arco-triunfo/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-arco-triunfo-list.jpg,"['11', '12', '10', '09']","[[], [], [], []]",Entradas,48.873653,2.295311,"Place Charles de Gaulle, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",1.5,EUR,
93,Entrada a la 2ª planta de la Torre Eiffel,Con esta entrada a la segunda planta de la Torre Eiffel contemplaréis unas espectaculares vistas de París desde su monumento más icónico.,www.civitatis.com/es/paris/entrada-torre-eiffel/,"www.civitatis.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",www.civitatis.com/f/francia/paris/entrada-torre-eiffel-list.jpg,"['09', '10', '11']","[['10:15', '12:15', '14:15', '15:15'], ['12:15', '13:15', '13:45'], ['10:15', '12:15', '13:15', '13:45', '14:15', '15:15', '15:45', '16:45', '17:15']]",Español y otros idiomas,48.856132,2.292921,"Centre Sportif Émile Anthoine, 9, Rue Jean Rey, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",15.8,EUR,Entradas
